Supply Loc,Delivery Loc,Item No,Item Description,Vendor Name,Vendor Ctlg No,Mfr Name,Mfr Ctlg No,Comdty Name ,Comdty Code,Exp Code,Requisition No,Requisition Date,Issue Qty,UM,Price,Extended Price
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72611,ALENDRONATE TAB 70MG,AMERISOURCE CORP,10026480,TEVA PHARMACEUTICALS,93517144,OSTEOPOROSIS,CMDY10CA01,4213,1262815,04/06/15 16:04,4,EA,$0.56,$2.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72602,BISACODYL EC 5MG TAB 100S,AMERISOURCE CORP,10039797,MAJOR PHARMACEUTICALS,904792760,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1262815,04/06/15 16:04,2,EA,$0.01,$0.02
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73404,AMMONIUM LACT LOTION 12% 225G,AMERISOURCE CORP,10042041,AMERISOURCE,45802052555,GENERAL,CMDY10VI01,4213,1263335,04/07/15 13:03,1,EA,$4.35,$4.35
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71484,MICONAZOLE NITR VAG CR 2% 45GM,AMERISOURCE CORP,10042730,AMERISOURCE,713025237,ANTIBIOTICS-ANTIFUNGALS,CMDY10AB02,4213,1263335,04/07/15 13:03,1,EA,$3.98,$3.98
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70999,GUAIFENESIN 100MG/5ML 120ML,AMERISOURCE CORP,10045291,AMERISOURCE,603085794,EXPECTORANTS/ANTITUSSIVES/PHOS,CMDY10RE02,4213,1263335,04/07/15 13:03,1,EA,$1.25,$1.25
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72832,GLIMEPIRIDE 1MG TAB 100'S,AMERISOURCE CORP,10134107,AMERISOURCE,55111032001,DIABETIC AGENTS,CMDY10DA00,4213,1263489,04/07/15 15:10,120,EA,$0.17,$20.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72600,CALCIUM CARB 1250MG TAB,AMERISOURCE CORP,10019038,AMERISOURCE,54812025,GENERAL,CMDY10VI01,4213,1263489,04/07/15 15:10,60,EA,$0.02,$0.99
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72264,"VITAMIN D2 50,000 UNITS CAP",AMERISOURCE CORP,10005555,AMERISOURCE,50111099001,GENERAL,CMDY10VI01,4213,1263489,04/07/15 15:10,4,EA,$0.20,$0.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72264,"VITAMIN D2 50,000 UNITS CAP",AMERISOURCE CORP,10005555,AMERISOURCE,50111099001,GENERAL,CMDY10VI01,4213,1263489,04/07/15 15:10,4,EA,$0.20,$0.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1263489,04/07/15 15:10,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71053,HYDROCHLOROTHIAZIDE 25MG TAB,AMERISOURCE CORP,10036111,AMERISOURCE,172208360,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1263489,04/07/15 15:10,30,EA,$0.02,$0.57
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72555,AMLODIPINE 10MG TAB OPD ONLY,AMERISOURCE CORP,10005634,PFIZER,59762154001,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1263489,04/07/15 15:10,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1263489,04/07/15 15:10,60,EA,$0.03,$1.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73614,ROSUVASTATIN 20MG TAB BOTTLE,AMERISOURCE CORP,10054518,AMERISOURCE,310075290,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1263490,04/07/15 15:10,30,EA,$4.53,$135.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73707,WARFARIN 10MG TAB UD,AMERISOURCE CORP,10027464,BRISTOL MEYERS SQUIBB,56017475,CARDIOVASCULAR-ANTICOAGULANTS,CMDY10CV14,4213,1264063,04/08/15 12:01,20,EA,$2.48,$49.67
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72519,CITALOPRAM 20MG TAB 100S,AMERISOURCE CORP,10047821,AMERISOURCE,93474193,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1264063,04/08/15 12:01,30,EA,$0.03,$0.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71977,SERTRALINE 100MG TAB,AMERISOURCE CORP,10000005,AMERISOURCE,59762491001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1264063,04/08/15 12:01,30,EA,$0.06,$1.83
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70487,CLINDAMYCIN TOPIC 10MG/ML 30ML,AMERISOURCE CORP,10005755,PHARMACIA UPJOHN,59762372801,ANTIBIOTICS-MISC. ANTIBIOTICS,CMDY10AB09,4213,1264063,04/08/15 12:01,2,EA,$51.36,$102.72
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70400,CEPHALEXIN 500MG CAP BOTTLE,AMERISOURCE CORP,10007773,AMERISOURCE,63304065701,ANTIBIOTICS-CEPHALOSPORINS,CMDY10AB03,4213,1264063,04/08/15 12:01,14,EA,$0.10,$1.45
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71974,SERTRALINE 50MG TAB,AMERISOURCE CORP,10000313,PFIZER,59762490001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1264063,04/08/15 12:01,30,EA,$0.05,$1.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71101,IBUPROFEN 400MG TAB 500S,AMERISOURCE CORP,10027153,SCHEIN PHARMACEUTICALS,364076505,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1264063,04/08/15 12:01,60,EA,$0.05,$2.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71663,OMEPRAZOLE 20MG CAP OPD  ONLY,AMERISOURCE CORP,10004039,MYLAN PHARMACEUTICALS,61113074231,ANTACIDS,CMDY10GI01,4213,1264063,04/08/15 12:01,30,EA,$0.07,$2.24
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74855,METFORMIN 1000MG TAB 500,AMERISOURCE CORP,10059143,AMERICAN HEALTH PACKAGING,53746022005,DIABETIC AGENTS,CMDY10DA00,4213,1264136,04/08/15 12:39,60,EA,$0.03,$1.75
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73605,CITALOPRAM 10MG TAB,AMERISOURCE CORP,10038265,AMERISOURCE,185037101,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1264136,04/08/15 12:39,60,EA,$0.02,$1.25
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73601,TIZANIDINE 4MG TAB,AMERISOURCE CORP,10000195,AMERISOURCE,10144059415,MUSCLE RELAXANTS,CMDY10SM01,4213,1264136,04/08/15 12:39,60,EA,$0.31,$18.58
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71807,POTASSIUM CHLORIDE SR 20MEQ TAB,AMERISOURCE CORP,10016588,SCHEIN PHARMACEUTICALS,93531101,GENERAL,CMDY10VI01,4213,1264136,04/08/15 12:39,120,EA,$0.25,$29.70
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71821,PRAVASTATIN 40MG TAB,AMERISOURCE CORP,10007347,BRISTOL MEYERS SQUIBB,68180048709,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1264136,04/08/15 12:39,30,EA,$0.39,$11.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72833,GLIMEPIRIDE 2MG TABLET,AMERISOURCE CORP,10005873,AMERISOURCE,55111032101,DIABETIC AGENTS,CMDY10DA00,4213,1264136,04/08/15 12:39,30,EA,$0.06,$1.85
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71053,HYDROCHLOROTHIAZIDE 25MG TAB,AMERISOURCE CORP,10036111,AMERISOURCE,172208360,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1264136,04/08/15 12:39,30,EA,$0.02,$0.57
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70066,ALLOPURINOL 300MG TAB,AMERISOURCE CORP,10049049,AMERISOURCE,364063301,URIC ACID,CMDY10UA01,4213,1264136,04/08/15 12:39,60,EA,$0.34,$20.41
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70016,ACETAZOLAMIDE 250MG TAB 100S,AMERISOURCE CORP,10024952,AMERISOURCE,51672402301,OPHTHALMICS/GENERAL,CMDY10OP01,4213,1264136,04/08/15 12:39,30,EA,$1.93,$58.03
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1264136,04/08/15 12:39,30,EA,$0.03,$0.76
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1264136,04/08/15 12:39,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1264205,04/08/15 13:19,2,EA,$103.31,$206.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72480,NORGESTIMATE/ETHINYL ESTRADIOL,AMERISOURCE CORP,10055596,ORTHO PHARMACEUTICALS,555901858,CONTRACEPTIVES,CMDY10HR03,4213,1264205,04/08/15 13:19,84,EA,$0.27,$22.87
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73711,WARFARIN 7.5MG TAB UD,AMERISOURCE CORP,10027481,BRISTOL MEYERS SQUIBB,56017375,CARDIOVASCULAR-ANTICOAGULANTS,CMDY10CV14,4213,1264063,04/08/15 17:33,20,EA,$2.06,$41.13
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71821,PRAVASTATIN 40MG TAB,AMERISOURCE CORP,10007347,BRISTOL MEYERS SQUIBB,68180048709,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1264820,04/09/15 11:07,30,EA,$0.39,$11.78
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72833,GLIMEPIRIDE 2MG TABLET,AMERISOURCE CORP,10005873,AMERISOURCE,55111032101,DIABETIC AGENTS,CMDY10DA00,4213,1264820,04/09/15 11:07,30,EA,$0.06,$1.85
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1264820,04/09/15 11:07,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71322,LISINOPRIL 5MG TAB BOTTLE,AMERISOURCE CORP,10133539,MERCK SHARPE DOHME,6001958,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1264820,04/09/15 11:07,30,EA,$0.02,$0.46
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73186,NORGESTIM/ETHINYL ESTRAD LO,AMERISOURCE CORP,10095622,AMERISOURCE,62125115,CONTRACEPTIVES,CMDY10HR03,4213,1265725,04/10/15 14:48,84,EA,$4.28,$359.40
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72519,CITALOPRAM 20MG TAB 100S,AMERISOURCE CORP,10047821,AMERISOURCE,93474193,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1265725,04/10/15 14:48,60,EA,$0.03,$1.57
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1265725,04/10/15 14:48,90,EA,$0.02,$1.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,10003218,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1265725,04/10/15 14:48,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72834,GLIMEPIRIDE 4MG TAB,AMERISOURCE CORP,10051040,AMERISOURCE,9325601,IRON SUPPLEMENTS,CMDY10VI02,4213,1267593,04/14/15 16:30,30,EA,$0.52,$15.61
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72832,GLIMEPIRIDE 1MG TAB 100'S,AMERISOURCE CORP,10134107,AMERISOURCE,55111032001,DIABETIC AGENTS,CMDY10DA00,4213,1267593,04/14/15 16:30,30,EA,$0.17,$5.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72264,"VITAMIN D2 50,000 UNITS CAP",AMERISOURCE CORP,10005555,AMERISOURCE,50111099001,GENERAL,CMDY10VI01,4213,1267593,04/14/15 16:30,4,EA,$0.20,$0.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1267593,04/14/15 16:30,120,EA,$0.02,$2.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71137,INSULIN HUMAN NPH 100 UNITS/ML 10ML,AMERISOURCE CORP,10005807,AMERISOURCE,169183411,DIABETIC AGENTS,CMDY10DA00,4213,1267593,04/14/15 16:30,2,EA,$103.31,$206.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,10026348,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1267593,04/14/15 16:30,1,EA,$0.95,$0.95
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72475,GABAPENTIN 600MG TAB,AMERISOURCE CORP,10045965,PARKE DAVIS,59762502301,ANTICONVULSANTS,CMDY10CN03,4213,1267593,04/14/15 16:30,90,EA,$0.09,$8.36
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74855,METFORMIN 1000MG TAB 500,AMERISOURCE CORP,10059143,AMERICAN HEALTH PACKAGING,53746022005,DIABETIC AGENTS,CMDY10DA00,4213,1267593,04/14/15 16:30,60,EA,$0.03,$1.75
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267593,04/14/15 16:30,30,EA,$0.03,$0.76
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71989,SIMVASTATIN TAB 40MG 90S,AMERISOURCE CORP,10050614,MERCK SHARPE DOHME,16729000615,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1267593,04/14/15 16:30,30,EA,$0.04,$1.06
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1267593,04/14/15 16:30,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71345,LOSARTAN TAB 25MG,AMERISOURCE CORP,10006181,MERCK SHARPE DOHME,6095158,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267593,04/14/15 16:30,30,EA,$0.05,$1.41
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72173,TRAZODONE 50MG TAB BOTTLE,AMERISOURCE CORP,10010785,TEVA PHARMACEUTICALS,50111043301,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1267593,04/14/15 16:30,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70503,CLOTRIMAZOLE TOP CREAM  15GM,AMERISOURCE CORP,10026348,AMERISOURCE,904782236,ANTI-INFECTIVES,CMDY10TO02,4213,1267593,04/14/15 16:30,1,EA,$0.95,$0.95
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1267593,04/14/15 16:30,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1267593,04/14/15 16:30,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1267593,04/14/15 16:30,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,10000746,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1267621,04/14/15 16:52,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71615,NIFEDIPINE XL 30MG TAB,AMERISOURCE CORP,10090237,PFIZER,378347501,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267621,04/14/15 16:52,30,EA,$0.28,$8.30
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73635,VITAMIN D3 400IU TAB 100S,AMERISOURCE CORP,10049051,AMERISOURCE,54629001162,GENERAL,CMDY10VI01,4213,1267621,04/14/15 16:52,60,EA,$0.01,$0.68
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72845,TOPIRAMATE 25MG TAB,AMERISOURCE CORP,10009781,AMERISOURCE,68162010860,ANTICONVULSANTS,CMDY10CN03,4213,1267621,04/14/15 16:52,90,EA,$0.04,$3.20
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72776,PANTOPRAZOLE 40MG TAB,AMERISOURCE CORP,10024849,AMERISOURCE,8084181,ANTACIDS,CMDY10GI01,4213,1267621,04/14/15 16:52,30,EA,$0.07,$2.16
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72600,CALCIUM CARB 1250MG TAB,AMERISOURCE CORP,10019038,AMERISOURCE,54812025,GENERAL,CMDY10VI01,4213,1267621,04/14/15 16:52,30,EA,$0.02,$0.50
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72072,TERAZOSIN 5MG CAP,AMERISOURCE CORP,10050862,AMERISOURCE,781205301,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267621,04/14/15 16:52,30,EA,$0.04,$1.17
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72047,SULFASALAZINE 500MG TAB,AMERISOURCE CORP,10045609,AMERISOURCE,52544079605,ANTIBIOTICS-SULFONAMIDES,CMDY10AB17,4213,1267621,04/14/15 16:52,180,EA,$0.16,$27.99
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71830,PREDNISONE 10MG TAB,AMERISOURCE CORP,10019003,AMERISOURCE,143147301,CORTICOSTEROIDS,CMDY10HR02,4213,1267621,04/14/15 16:52,16,EA,$0.12,$1.97
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74102,SPIRONOLACTONE 50MG TAB  OPD ONLY,AMERISOURCE CORP,10113666,QUALITEST PHARMACEUTICAL,603576421,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1267621,04/14/15 16:52,30,EA,$0.17,$4.96
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72498,LISINOPRIL 20MG TAB BOTTLE,AMERISOURCE CORP,10133541,MERCK SHARPE DOHME,185010201,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267621,04/14/15 16:52,60,EA,$0.03,$1.51
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71987,SIMVASTATIN TAB 20MG,AMERISOURCE CORP,10012215,MERCK SHARPE DOHME,55111019990,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1267621,04/14/15 16:52,30,EA,$0.02,$0.69
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70981,GLIPIZIDE XL 10MG TAB 100S,AMERISOURCE CORP,10057514,PFIZER,49156066,DIABETIC AGENTS,CMDY10DA00,4213,1267621,04/14/15 16:52,30,EA,$0.26,$7.88
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71434,METHOTREXATE 2.5MG TAB,AMERISOURCE CORP,10052161,AMERISOURCE,67253032010,NEOPLASTIC,CMDY10NE00,4213,1267621,04/14/15 16:52,32,EA,$1.69,$53.99
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71338,LORATADINE 10MG TAB,AMERISOURCE CORP,10003218,AMERISOURCE,67607030,ANTIHISTAMINES/DEC,CMDY10AH01,4213,1267621,04/14/15 16:52,30,EA,$0.05,$1.54
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70859,FERROUS SULFATE 325MG TAB 100'S,AMERISOURCE CORP,10010302,AMERISOURCE,904759060,IRON SUPPLEMENTS,CMDY10VI02,4213,1267621,04/14/15 16:52,60,EA,$0.01,$0.46
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70730,DOCUSATE SODIUM 100MG CAP,AMERISOURCE CORP,10025282,AMERISOURCE,57896040110,LAXATIVES/CATHARTICS,CMDY10GI04,4213,1267621,04/14/15 16:52,60,EA,$0.01,$0.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,10029990,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1267621,04/14/15 16:52,30,EA,$0.73,$21.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71468,METOLAZONE 5 MG TAB,AMERISOURCE CORP,10001475,FISONS CORP,53014085071,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1267621,04/14/15 16:52,30,EA,$0.98,$29.42
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71324,LISINOPRIL 10MG TAB BOTTLE,AMERISOURCE CORP,10133542,MERCK SHARPE DOHME,60505018600,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1267621,04/14/15 16:52,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70866,FINASTERIDE 5MG TAB BOTTLE,AMERISOURCE CORP,10106466,MERCK SHARPE DOHME,37122052590,PROSTATE,CMDY10PR01,4213,1267621,04/14/15 16:52,30,EA,$0.08,$2.53
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,74389,VENTOLIN HFA 90MCG INH 18GM - OPD ONLY,AMERISOURCE CORP,10000746,GLAXOSMITHKLINE,173068220,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1262815,04/14/15 17:27,1,EA,$42.22,$42.22
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70055,ALBUTEROL NEBS 2.5MG/3ML UD,AMERISOURCE CORP,10100564,DEY LABORATORIES,487950101,RESPIRATORY AGENTS-MISC,CMDY10RE01,4213,1267620,04/14/15 17:27,30,EA,$0.12,$3.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70945,FUROSEMIDE 20MG TAB,AMERISOURCE CORP,10088421,SANDOZ PHARMACEUTICALS,781181810,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1257927,04/14/15 17:36,30,EA,$0.01,$0.38
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70438,CHLORTHALIDONE 25MG TAB,AMERISOURCE CORP,10029990,AMERISOURCE,378022201,CARDIOVASCULAR-DIURETICS,CMDY10CV12,4213,1268298,04/15/15 15:28,30,EA,$0.73,$21.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,70177,ASPIRIN 81MG CHEWABLE TAB,AMERISOURCE CORP,10026168,AMERISOURCE,57896091136,ANALGESICS/NARCOTICS/ANTIPYRET,CMDY10CN02,4213,1268298,04/15/15 15:28,36,EA,$0.02,$0.55
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73628,SERTRALINE 25MG TAB,AMERISOURCE CORP,10061283,AMERISOURCE,59762496001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1268305,04/15/15 15:28,70,EA,$0.04,$2.89
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73614,ROSUVASTATIN 20MG TAB BOTTLE,AMERISOURCE CORP,10054518,AMERISOURCE,310075290,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1268305,04/15/15 15:28,30,EA,$4.53,$135.82
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,73398,FENOFIBRATE 145MG TAB,AMERISOURCE CORP,10117536,AMERISOURCE,93206098,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1268305,04/15/15 15:28,30,EA,$1.13,$33.84
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72522,CITALOPRAM 40MG TAB,AMERISOURCE CORP,10047719,AMERISOURCE,60505252001,PSYCHOTHERAPUETIC AGENTS,CMDY10CN04,4213,1268305,04/15/15 15:28,30,EA,$0.03,$0.94
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1268305,04/15/15 15:28,60,EA,$0.02,$1.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71419,METFORMIN 500MG TAB,AMERISOURCE CORP,10059176,AMERISOURCE,68382002805,DIABETIC AGENTS,CMDY10DA00,4213,1268305,04/15/15 15:28,60,EA,$0.02,$1.00
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72555,AMLODIPINE 10MG TAB OPD ONLY,AMERISOURCE CORP,10005634,PFIZER,59762154001,CARDIOVASCULAR-HYPOTENSIVES,CMDY10CV03,4213,1268305,04/15/15 15:28,30,EA,$0.02,$0.59
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,72480,NORGESTIMATE/ETHINYL ESTRADIOL,AMERISOURCE CORP,10055596,ORTHO PHARMACEUTICALS,555901858,CONTRACEPTIVES,CMDY10HR03,4213,1268305,04/15/15 15:28,28,EA,$0.27,$7.62
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71827,PREDNISONE  5MG TAB 100S,AMERISOURCE CORP,10113573,SCHEIN PHARMACEUTICALS,54472831,CORTICOSTEROIDS,CMDY10HR02,4213,1268305,04/15/15 15:28,30,EA,$0.12,$3.49
S RX OP,M 0184 PHARMACY OPD ANBG MC 214,71989,SIMVASTATIN TAB 40MG 90S,AMERISOURCE CORP,10050614,MERCK SHARPE DOHME,16729000615,CARDIOVASCULAR-ANTILIPEMICS,CMDY10CV02,4213,1268305,04/15/15 15:28,60,EA,$0.04,$2.12
